2020-01-20 05:51:25,"b'Working long weeks, no break in sight. I need a vacation! Anyone fly to somewhere tropical and beautiful? Willing t\xe2\x80\xa6 https://t.co/E2Qm4c1Cvy'"
2020-01-20 00:03:24,b'Southern Slam Trophy riding all the way home in the cockpit of the plane.  #unitedairlines #wheelchairrugby\xe2\x80\xa6 https://t.co/hZ1rqikmDx'
2020-01-19 23:17:35,b'RT @scramble_nl: The next @BoeingAirplanes #B752 of @united in the livery designed by a winner from the \xe2\x80\x9cHer Art Here\xe2\x80\x9d-livery has been unve\xe2\x80\xa6'
2020-01-19 22:27:13,b'Finding a reasonable price on flights sure is stressful. Just trying to visit my Fianc\xc3\xa9 for Valentines. Will now ha\xe2\x80\xa6 https://t.co/IU4iiKtcxV'
2020-01-19 21:52:41,b'Below the clouds.\nAbove the clouds.\n\n#jonnieremote #clouds #unitedairlines #businesstravel https://t.co/2qz73ai1vI'
2020-01-19 20:58:05,"b'@united so how many times per day do your flight attendants say ""Stroopwaffel?"" Do they need warm up exercises?\xe2\x80\xa6 https://t.co/FO2anguARM'"
2020-01-19 19:19:02,b'#Lufthansa meets #UnitedAirlines on a flight from Spain to Munich... Cheers! https://t.co/aJvaSzO4j6'
2020-01-19 19:06:42,b'I don\xe2\x80\x99t think I\xe2\x80\x99ve fully expressed how much I detest a certain airline.   *cough cough #UnitedAirlines cough*'
2020-01-19 18:19:59,b'Can you see the 3 major differences between the old and new #unitedAIRLINES livery? https://t.co/fanBEsDDcd'
2020-01-19 18:15:48,b'New #unitedAIRLINES livery spotted at #SFO https://t.co/rTyRWllf22'
2020-01-19 14:10:37,b'RT @LoyalUA1K: Received my @united #1K kit in the mail today. I\xe2\x80\x99m ready to begin another year of flying the #friendlyskies with the awesome\xe2\x80\xa6'
2020-01-19 14:06:14,b'A @united B787-9 Dreamliner (N27964) having pushed back for a 14 hour long flight back to @flysfo \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x81\xa3\n.\n.\n.\n.\n.\n.\xe2\x80\xa6 https://t.co/yWo4lcyJO0'
2020-01-19 13:51:36,"b""@united So, you charge full fare &amp; don't guarantee a seat?Good 2 know.I'll take it to #FAA &amp; #Congress 4 additional\xe2\x80\xa6 https://t.co/XPwugCxSzB"""
2020-01-19 13:18:02,"b""@united Arrived at airport 4 DC flight. #UnitedAirlines cancelled my seat-still kept my money,but didn't honor my f\xe2\x80\xa6 https://t.co/LVzqxmAjlp"""
2020-01-19 10:16:00,b'#UnitedAirlines to Launch Hourly #CRJ550 Shuttle Service Between #Washington and #NewYork  https://t.co/JlBayHxI7L'
